symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,current_price,low_52w,high_52w,position_52w,pe_comp,pb_comp,value_score,income_score,quality_score,momentum_score,yield_trap_flag,value_metric,buy_to_sell_ratio
ARCC,Investment Managers,Finance,5771116.0,11.834501,0.982687,0.09974026,19.255,17.4,23.415,0.30839567747298424,1.267480563819294,2.544045051985017,1.778,1.5,1.0,0.1,False,1.29,12.0
ARCI,Financial Conglomerates,Finance,102.0,,,0.0,9.9183,9.83,10.06,0.38391304347826133,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
ARDS,Biotechnology,Health Technology,11000.0,,,0.0,0.0002,1e-06,0.05,0.003980079601592032,0.0,0.0,0.0,0.0,-0.3,-0.4,False,-0.135,
ARDX,Pharmaceuticals: Major,Health Technology,11630895.0,-26.71,10.0698,0.0,6.875,3.21,8.4,0.7061657032755299,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,11.0
ARE,Real Estate Investment Trusts,Finance,2418906.0,-6.6,0.449075,0.09857453,41.41,39.41,88.236,0.040961782656781215,0.0,5.0,2.0,1.5,0.5,-0.4,False,1.19,3.0
AREC,Coal,Energy Minerals,2569648.0,-4.91,-2.4298,0.0,2.28,0.6136,7.11,0.25651129856535926,0.0,0.0,0.0,0.0,0.3,0.1,False,0.09,0.0
ARES,Investment Managers,Finance,4531567.0,67.441201,9.3814,0.03957983,119.0,95.8,195.26,0.23325960184998998,0.0,0.0,0.0,1.319327666666667,1.2,0.1,False,0.513,13.0
ARGT,Investment Trusts Or Mutual Funds,Miscellaneous,474100.0,32.150032,1.958791,0.010394,89.93,66.49,103.9699,0.6254018820754594,0.0,1.2762974712462942,0.511,0.0,0.7,0.3,False,0.45,0.0
ARGX,Biotechnology,Health Technology,187987.0,37.055254,6.62092,0.0,784.0,510.055,934.6199,0.6452370414982491,1.5023510566139961,0.0,0.901,0.0,0.7,0.3,False,0.625,24.0
ARI,Real Estate Investment Trusts,Finance,1824463.0,13.727928,0.833198,0.09057971000000001,11.04,9.3,11.24,0.8969072164948448,1.0926630734077276,3.0004872791341315,1.856,1.5,1.0,0.5,False,1.385,0.0
ARKF,Investment Trusts Or Mutual Funds,Miscellaneous,162467.0,81.80885,4.600078,0.00024,42.04,35.42,59.2,0.2783851976450798,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,0.0
ARKG,Investment Trusts Or Mutual Funds,Miscellaneous,1446012.0,-10.593523,3.880559,6.6e-05,30.31,20.25,34.39,0.7114568599717114,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,0.0
ARKW,Investment Trusts Or Mutual Funds,Miscellaneous,73554.0,375.10242,6.33693,0.000552,140.08,100.39,183.0,0.4804503086793368,0.0,0.0,0.0,0.0,0.4,0.3,False,0.145,0.0
ARLP,Coal,Energy Minerals,369594.0,13.766056,1.90635,0.09560228999999999,26.15,22.2001,29.45,0.5448213078801086,1.0896367122144497,1.3114066147349648,1.178,1.5,0.7,0.3,False,0.975,0.0
ARM,Semiconductors,Electronic Technology,4969579.0,281.385743,28.7603,0.0,211.23,100.02,237.68,0.8078599447915151,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,14.5
ARMK,Restaurants,Consumer Services,2701233.0,37.795342,3.68249,0.01001112,44.955,33.1,46.88,0.8603047895500723,0.0,5.0,2.0,0.0,1.0,0.5,False,1.225,13.0
ARTC,Financial Conglomerates,Finance,149102.0,,-3720.7547,0.0,9.86,9.785,9.86,1.0,0.0,0.0,0.0,0.0,0.0,0.2,False,0.03,0.0
ARVN,Biotechnology,Health Technology,2174195.0,-8.64,1.53811,0.0,10.5,5.9,14.51,0.5342624854819976,0.0,3.0752026838132513,1.23,0.0,0.5,0.3,False,0.724,10.0
ARWR,Biotechnology,Health Technology,1521715.0,48.634768,18.082,0.0,74.81,12.44,76.76,0.9696828358208954,1.1446543756515914,0.0,0.687,0.0,1.0,0.2,False,0.589,12.0
ARXS,Aerospace & Defense,Electronic Technology,698609.0,306.812227,4.51561,0.0,35.13,28.0,39.45,0.6227074235807861,0.0,1.1249864359411021,0.45,0.0,0.7,0.3,False,0.422,0.0
ASA,Investment Trusts/Mutual Funds,Miscellaneous,29305.0,1.805594,1.09014,0.00094014,63.85,28.04,83.2,0.6492023205221175,5.0,2.293283431485864,3.917,0.0,0.0,0.3,False,1.808,0.0
ASB,Major Banks,Finance,1668344.0,9.800376,0.970501,0.03335699,28.175,22.4,29.515,0.8116654954321856,1.5305535216199868,2.5759891025357007,1.949,1.1118996666666667,1.2,0.5,False,1.419,5.0
ASH,Food: Specialty/Candy,Consumer Non-Durables,1004478.0,-3.38,1.27156,0.03203396,51.84,46.295,65.645,0.2865633074935402,0.0,1.9660888986756424,0.786,1.0677986666666668,0.7,0.1,False,0.704,8.0
ASML,Semiconductors,Electronic Technology,707125.0,47.540077,22.9169,0.00523316,1428.18,675.5,1547.22,0.8634423897581793,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,18.5
ASPN,Industrial Specialties,Process Industries,2320133.0,-0.9,1.49958,0.0,4.265,2.3,9.78,0.2627005347593583,0.0,1.667133464036597,0.667,0.0,0.5,0.1,False,0.44,4.0
ASPU,Other Consumer Specialties,Consumer Durables,211.0,1.484873,0.247774,0.0,0.27,0.045,0.41,0.6164383561643837,5.0,5.0,5.0,0.0,0.0,0.3,False,2.295,
ASTE,Trucks/Construction/Farm Machinery,Producer Manufacturing,216512.0,38.199571,2.15318,0.008104740000000001,64.22,36.4301,65.69,0.9497605938502865,0.0,1.16107338912678,0.464,0.0,0.7,0.5,False,0.459,0.0
ASTH,Services to the Health Industry,Health Services,532826.0,76.597146,2.18867,0.0,34.87,18.08,35.375,0.9708008094825092,0.0,1.142246204315863,0.457,0.0,0.7,0.2,False,0.411,9.0
ASUR,Packaged Software,Technology Services,114994.0,-19.08,1.30447,0.0,9.15,6.8,11.48,0.5021367521367522,0.0,5.0,2.0,0.0,0.2,0.3,False,0.995,9.0
ATEC,Medical Specialties,Health Technology,2953716.0,-10.87,126.118,0.0,10.44,9.11,23.29,0.09379407616361073,0.0,0.0,0.0,0.0,0.5,-0.4,False,0.065,12.0
ATI,Other Metals/Minerals,Non-Energy Minerals,1456720.0,51.200369,11.6959,0.0,155.14,62.41,168.1425,0.8770245667131674,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,13.0
ATNI,Major Telecommunications,Communications,47808.0,-20.36,0.968414,0.03900709,28.22,13.76,30.45,0.8663870581186339,0.0,5.0,2.0,1.3002363333333333,0.1,0.5,False,1.195,0.0
ATO,Gas Distributors,Utilities,635499.0,24.541171,2.1838,0.019836640000000003,188.585,149.975,192.5099,0.9077251856710612,0.0,1.1447934792563421,0.458,0.0,0.7,0.5,False,0.456,3.0
ATOM,Miscellaneous Commercial Services,Commercial Services,8224035.0,-16.94,19.5205,0.0,11.09,1.8915,11.125,0.9962094547029837,0.0,0.0,0.0,0.0,0.5,0.2,False,0.155,0.0
ATRC,Medical Specialties,Health Technology,958219.0,-120.41,2.93731,0.0,29.0,26.62,43.18,0.14371980676328497,0.0,1.7430914680438905,0.697,0.0,0.2,-0.4,False,0.304,7.0
AUPH,Biotechnology,Health Technology,980422.0,7.412952,3.49398,0.0,15.35,7.285,16.88,0.8405419489317353,5.0,1.3537570335262366,3.542,0.0,0.7,0.5,False,1.844,4.0
AVA,Electric Utilities,Utilities,446257.0,17.100622,1.23547,0.04819499000000001,40.725,35.5,43.5,0.6531250000000002,0.0,2.0235214129035914,0.809,1.5,0.9,0.3,False,0.859,1.0
AVAV,Aerospace & Defense,Electronic Technology,1072347.0,-42.63,2.16199,0.0,184.94,154.3875,417.86,0.11596086878137189,0.0,2.349687093834847,0.94,0.0,0.5,-0.4,False,0.488,17.0
AVB,Real Estate Investment Trusts,Finance,723832.0,22.816029,2.21316,0.03832107,183.35,160.095,213.335,0.43679564237415464,0.0,1.1296065354515716,0.452,1.277369,0.9,0.3,False,0.665,7.0
AVEX,Aerospace & Defense,Electronic Technology,1092720.0,,12.407,0.0,27.93,20.0,42.34,0.35496866606982985,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,0.0
AVGO,Semiconductors,Electronic Technology,11882589.0,82.178527,24.9798,0.00588682,421.23,195.94,429.31,0.9653768693491024,0.0,0.0,0.0,0.0,1.0,0.2,False,0.28,51.0
AVLN,Pharmaceuticals: Major,Health Technology,829508.0,,,0.0,29.84,18.0,30.2,0.9704918032786886,0.0,0.0,0.0,0.0,0.0,0.2,False,0.03,0.0
AVNS,Medical Specialties,Health Technology,1082229.0,-15.65,1.47214,0.0,24.65,9.303,24.75,0.9935262510519841,0.0,3.4779300881709623,1.391,0.0,0.5,0.2,False,0.781,0.0
AVTM,Investment Trusts Or Mutual Funds,Miscellaneous,1674.0,26.754274,4.623693,0.009618999999999999,51.9483,45.61,52.19,0.9632674772036482,0.0,0.0,0.0,0.0,0.4,0.2,False,0.13,0.0
AVTR,Medical Specialties,Health Technology,9275621.0,-9.85,0.972656,0.0,7.94,7.265,15.93,0.07789959607616859,0.0,5.0,2.0,0.0,0.5,-0.4,False,0.965,1.3333333333333333
AVY,Pulp & Paper,Process Industries,613970.0,18.361716,5.59,0.02306324,162.9,156.23,199.54,0.15400600323251018,0.0,0.0,0.0,0.0,0.9,0.1,False,0.24,9.0
AWK,Water Utilities,Utilities,1980798.0,22.539947,2.25377,0.02598524,127.375,121.275,150.51,0.20865401060372832,0.0,1.1092524969273707,0.444,0.0,1.2,0.1,False,0.515,2.0
AWRE,Packaged Software,Technology Services,138125.0,-3.16,0.935339,0.0,1.17,1.02,2.95,0.07772020725388595,0.0,5.0,2.0,0.0,0.2,-0.4,False,0.89,0.0
AXON,Aerospace & Defense,Electronic Technology,605856.0,265.831902,9.95168,0.0,402.31,339.01,885.915,0.11574222214095686,0.0,0.0,0.0,0.0,0.7,-0.4,False,0.115,21.0
AXS,Multi-Line Insurance,Finance,564595.0,7.358334,1.26973,0.01757715,100.09,88.07,110.3375,0.5398001571797464,2.038504911573734,1.968922526836414,2.011,0.0,0.7,0.3,False,1.125,8.0
AXSM,Biotechnology,Health Technology,1636271.0,-55.91,119.02,0.0,206.53,96.09,217.0,0.9134066661152924,0.0,0.0,0.0,0.0,0.5,0.5,False,0.2,20.0
AXTA,Industrial Specialties,Process Industries,1715748.0,16.230612,2.92076,0.0,27.72,24.9365,35.72,0.2581258404043214,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,7.0
AYI,Electrical Products,Producer Manufacturing,248249.0,21.213299,3.10594,0.00255799,289.22,242.56,380.1699,0.33907444159177524,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,8.0
AZREF,Alternative Power Generation,Utilities,200.0,,0.179272,0.0,1.0,0.01,1.401,0.7117181883537024,0.0,5.0,2.0,0.0,-0.1,0.3,False,0.92,
AZTA,Medical/Nursing Services,Health Services,548951.0,-19.65,0.668466,0.0,24.9,19.87,41.73,0.2301006404391582,0.0,3.739905993722942,1.496,0.0,0.2,0.1,False,0.738,3.0
AZZ,Industrial Specialties,Process Industries,168793.0,13.667571,3.20761,0.00557375,143.41,86.6701,147.32,0.9355316331931298,1.0974883540023315,0.0,0.658,0.0,0.7,0.5,False,0.546,6.0
B,Precious Metals,Non-Energy Minerals,11842028.0,13.271795,2.44898,0.02144536,38.81,17.41,54.69,0.5740343347639485,1.1302163723897183,1.0208331631944727,1.086,0.0,1.2,0.3,False,0.834,10.0
BA,Aerospace & Defense,Electronic Technology,3494175.0,116.904884,29.9543,0.0,227.445,176.77,254.3499,0.6531975421468704,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,23.0
BABA,Internet Retail,Retail Trade,6199254.0,23.649378,2.11021,0.0078327,131.47,103.71,192.67,0.3120503597122303,1.8258408318392139,4.653565284971638,2.957,0.0,1.0,0.1,False,1.596,46.0
BAC,Major Banks,Finance,24823999.0,13.200109,1.37699,0.02066116,53.225,40.555,57.55,0.7455133862900856,1.1363542528323063,1.8155542160800007,1.408,0.0,1.2,0.3,False,0.979,22.0
BACHY,Major Banks,Finance,6562.0,5.505729,0.136484,0.03605116,16.21,12.95,16.93,0.819095477386935,2.7244348568554684,5.0,3.635,1.2017053333333334,0.6,0.5,False,2.041,19.0
BAH,Miscellaneous Commercial Services,Commercial Services,1002191.0,11.639417,9.23401,0.02860427,78.32,73.9285,130.91,0.07706887323078532,1.2887243407466198,0.0,0.773,0.0,1.2,-0.4,False,0.588,0.4
BALL,Containers/Packaging,Process Industries,1592629.0,18.497406,3.00229,0.01304419,61.315,44.83,68.29,0.7026854219948846,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,13.0
BAYRY,Pharmaceuticals: Major,Health Technology,366946.0,-10.02,1.44352,0.00207352,11.11,6.2,14.85,0.5676300578034682,0.0,3.602305475504323,1.441,0.0,0.2,0.3,False,0.743,14.0
BB,Packaged Software,Technology Services,16689700.0,60.898876,4.26792,0.0,5.43,3.1201,5.79,0.8651634892692609,0.0,2.1087555530562896,0.844,0.0,1.0,0.5,False,0.705,1.0
BBAI,Packaged Software,Technology Services,40871455.0,-4.13,2.95651,0.0,4.14,2.96,9.39,0.1835147744945567,0.0,3.044129734044532,1.218,0.0,0.5,0.1,False,0.688,0.0
BBBY,Internet Retail,Retail Trade,5877233.0,-5.72,1.86693,0.0,5.435,3.7362,12.65,0.19058089703605638,0.0,5.0,2.0,0.0,0.5,0.1,False,1.04,3.0
BBCQ,Financial Conglomerates,Finance,54823.0,,-10494.898,0.0,10.285,9.91,10.35,0.8522727272727282,0.0,0.0,0.0,0.0,-0.3,0.5,False,0.0,0.0
BBD,Major Banks,Finance,13681479.0,9.588015,1.24745,0.0070065100000000005,3.845,2.26,4.3,0.7769607843137257,1.5644531219444275,2.004088340214037,1.74,0.0,1.0,0.5,False,1.108,0.0
BBDO,Major Banks,Finance,16867.0,8.739076,1.137,0.006998569999999999,3.49,2.095,3.8,0.8181818181818183,1.716428601833878,2.198768689533861,1.909,0.0,0.4,0.5,False,1.034,0.0
BBHL,Investment Trusts Or Mutual Funds,Miscellaneous,34975.0,32.101055,7.350887,0.009236,16.41,14.63,17.21,0.6899224806201548,0.0,0.0,0.0,0.0,0.4,0.3,False,0.145,0.0
BBHM,Investment Trusts Or Mutual Funds,Miscellaneous,60723.0,38.267937,4.636232,0.005354,11.86,10.66,12.26,0.7499999999999997,0.0,0.0,0.0,0.0,0.4,0.3,False,0.145,0.0
BBUS,Investment Trusts Or Mutual Funds,Miscellaneous,144566.0,28.398808,5.493235,0.010644,129.94,100.6,130.65,0.9763727121464224,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,0.0
BBWI,Specialty Stores,Retail Trade,4735261.0,6.186198,-3.0142,0.04164498,19.2,14.275,34.66,0.24159921510914886,4.917398376191645,0.0,2.95,1.388166,1.0,0.1,False,1.801,6.0
BC,Trucks/Construction/Farm Machinery,Producer Manufacturing,672759.0,-38.15,3.1702,0.02178293,79.35,45.44,90.25,0.7567507252845346,0.0,0.0,0.0,0.0,0.4,0.5,False,0.175,10.0
BCC,Wholesale Distributors,Distribution Services,287630.0,22.12625,1.36276,0.011135289999999999,78.15,65.14,97.67,0.3999385182908086,0.0,1.8345123132466465,0.734,0.0,0.7,0.3,False,0.55,5.0
BCH,Major Banks,Finance,177307.0,14.924471,2.90912,0.044661650000000004,37.05,27.0801,46.77,0.5063458930720823,1.005060748886845,0.0,0.603,1.488721666666667,0.9,0.3,False,0.765,2.0
BCO,Miscellaneous Commercial Services,Commercial Services,285932.0,22.882438,15.9131,0.00948661,107.44,80.1,136.37,0.48587169006575437,0.0,0.0,0.0,0.0,0.7,0.3,False,0.22,0.0
BCPC,Food: Specialty/Candy,Consumer Non-Durables,239439.0,33.174499,4.02925,0.005943540000000001,161.52,139.17,183.9,0.49966465459423237,0.0,0.0,0.0,0.0,0.7,0.3,False,0.22,0.0
BCPL,Investment Trusts Or Mutual Funds,Miscellaneous,26584.0,,,0.0,24.85,24.52,26.56,0.16176470588235392,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
BCSS,Financial Conglomerates,Finance,928.0,139.231824,1.31886,0.0,10.15,9.95,10.235,0.7017543859649157,0.0,1.8955764827199248,0.758,0.0,0.4,0.3,False,0.486,0.0
BDEC,Investment Trusts Or Mutual Funds,Miscellaneous,8977.0,,,0.0,51.84,41.73,51.96,0.9882697947214079,0.0,0.0,0.0,0.0,-0.3,0.2,False,-0.045,0.0
BDN,Real Estate Investment Trusts,Finance,2171786.0,-2.61,0.714423,0.12913907,3.015,2.47,4.63,0.2523148148148148,0.0,3.4993274292680945,1.4,0.0,-0.1,0.1,True,0.62,0.0
BDRLQ,Telecommunications Equipment,Electronic Technology,14000.0,-0.04,-0.0283,0.0,0.004,0.0005,0.06891,0.05116211080251425,0.0,0.0,0.0,0.0,-0.3,-0.4,False,-0.135,
BDX,Medical Specialties,Health Technology,2472353.0,24.387893,1.68162,0.02799545,149.29,129.02623,187.35,0.34743587391555786,1.4351383286780863,3.044683103198107,2.079,0.0,1.2,0.1,False,1.251,8.0
BE,Electronic Production Equipment,Electronic Technology,9534420.0,-5151.06,89.605,0.0,290.76,16.05,296.5,0.9795328935639152,0.0,0.0,0.0,0.0,0.5,0.2,False,0.155,4.666666666666667
BEAM,Biotechnology,Health Technology,1462223.0,-30.23,2.52245,0.0,30.7,15.35,36.44,0.727833096254149,0.0,1.875161053737438,0.75,0.0,0.5,0.3,False,0.508,16.0
BETA,Aerospace & Defense,Electronic Technology,1193128.0,,2.04912,0.0,16.24,13.43,39.5,0.10778672803989255,0.0,2.479112985086281,0.992,0.0,0.5,-0.4,False,0.511,9.0
BFH,Finance/Rental/Leasing,Finance,441109.0,6.995942,1.06001,0.01031169,85.37,47.87,99.13,0.7315645727662897,2.1441001083199374,2.3584683163366384,2.23,0.0,0.7,0.3,False,1.224,3.5
BFS,Real Estate Investment Trusts,Finance,32537.0,31.700129,6.88041,0.06856479,34.42,29.16,35.75,0.7981790591805769,0.0,0.0,0.0,1.5,0.4,0.5,False,0.4,0.0
BG,Agricultural Commodities/Milling,Process Industries,1239457.0,29.001327,1.50678,0.02247011,124.6,71.6,131.93,0.8785015746726337,0.0,1.659167230783525,0.664,0.0,1.2,0.5,False,0.674,11.0
BGR,Investment Trusts/Mutual Funds,Miscellaneous,121521.0,10.567774,1.18227,0.06962433,16.75,12.12,17.7,0.8297491039426524,1.4194096126582572,2.11457619663867,1.697,1.5,0.7,0.5,False,1.239,0.0
BGSI,Other Consumer Services,Consumer Services,16887.0,148.652603,1.97302,0.00366929,121.969,115.4,183.1,0.09703101920236322,0.0,2.7876047885981894,1.115,0.0,0.4,-0.4,False,0.542,13.0
BGX,Investment Trusts/Mutual Funds,Miscellaneous,45319.0,15.545211,0.856717,0.09428312,11.0445,10.38,12.65,0.29273127753303907,0.0,2.9181164842065703,1.167,1.5,0.4,0.1,False,0.865,0.0
BHC,Pharmaceuticals: Other,Health Technology,3147934.0,-1.74,-1.0248,0.0,5.65,4.41,8.685,0.2900584795321638,0.0,0.0,0.0,0.0,0.3,0.1,False,0.09,0.0
BHF,Life/Health Insurance,Finance,431203.0,10.966601,0.529222,0.0,62.63,42.07,66.33,0.8474855729596045,1.3677893451216105,4.723915483483302,2.71,0.0,0.7,0.5,False,1.47,0.0
BHFAL,Life/Health Insurance,Finance,19972.0,,,0.0,17.05,16.15,21.08,0.18255578093306332,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
BHFAP,Life/Health Insurance,Finance,13741.0,,,0.0,16.02,14.02,21.3999,0.2710063822003008,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
BHP,Steel,Non-Energy Minerals,1815091.0,19.566401,3.98297,0.03326587,79.055,45.74,83.215,0.8889926617745164,0.0,0.0,0.0,1.1088623333333334,1.2,0.5,False,0.541,1.0
BIBL,Investment Trusts Or Mutual Funds,Miscellaneous,166308.0,32.893066,4.998992,0.012715,53.0,38.09,53.39,0.9745098039215686,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,0.0
BIDU,Internet Software/Services,Technology Services,920981.0,76.770141,1.12383,0.0,125.87,81.17,165.3,0.5313205753001308,0.0,5.0,2.0,0.0,0.7,0.3,False,1.12,15.0
BIIB,Pharmaceuticals: Major,Health Technology,696799.0,20.074908,1.4803,0.0,187.08,115.25,202.41,0.8241165672326757,3.9850743027066424,3.512801459163683,3.796,0.0,0.7,0.5,False,1.958,10.0
BILI,Packaged Software,Technology Services,1047103.0,55.387333,4.08479,0.0,21.94,17.455,36.4,0.23673792557403023,0.0,2.2032956406571698,0.881,0.0,1.0,0.1,False,0.661,41.0
BILL,Packaged Software,Technology Services,1623176.0,-165.06,1.02598,0.0,39.065,34.44,57.21,0.20311813790074656,0.0,5.0,2.0,0.0,0.5,0.1,False,1.04,16.0
BIO,Medical Specialties,Health Technology,995269.0,42.231843,1.02723,0.0,256.72,211.43,343.12,0.3439137368061358,0.0,4.984278107142509,1.994,0.0,0.7,0.1,False,1.087,2.0
BIO.B,Medical Specialties,Health Technology,11.0,46.15296,1.1226,0.0,299.45,234.41,321.12,0.7500864952139313,0.0,4.560840905041867,1.824,0.0,0.4,0.5,False,0.996,2.0
BIP,Alternative Power Generation,Utilities,612178.0,55.043359,3.40775,0.04823107,36.18,29.63,40.32,0.6127221702525725,0.0,0.0,0.0,1.5,0.9,0.3,False,0.495,11.0
BITW,Investment Trusts Or Mutual Funds,Miscellaneous,35831.0,,,0.0,50.6796,40.6599,86.7,0.21762984876227462,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
BIXI,Financial Conglomerates,Finance,4005.0,1990.0,1.41195,0.0,9.95,9.8,10.0,0.7499999999999956,0.0,1.770600941959701,0.708,0.0,0.4,0.3,False,0.464,0.0
BJ,Specialty Stores,Retail Trade,1953954.0,21.35224,5.51608,0.0,93.55,86.68,120.33,0.2041604754829121,1.4246748818859287,1.3415323925686358,1.391,0.0,1.0,0.1,False,0.891,5.5
BKD,Hospital/Nursing Management,Health Services,2462417.0,-12.83,-76.0731,0.0,14.325,6.07,17.09,0.749092558983666,0.0,0.0,0.0,0.0,0.3,0.3,False,0.12,0.0
BKF,Investment Trusts Or Mutual Funds,Miscellaneous,2666.0,15.991753,2.01318,0.016009,42.3035,39.51,46.23,0.4156994047619051,0.0,1.2418164297280918,0.497,0.0,0.4,0.3,False,0.369,0.0
BKFI,Investment Trusts Or Mutual Funds,Miscellaneous,3527.0,,,0.0,23.905,23.81,24.57,0.12500000000000291,0.0,0.0,0.0,0.0,-0.3,-0.4,False,-0.135,0.0
BKH,Gas Distributors,Utilities,634283.0,18.952706,1.49035,0.03617219,75.48,55.485,78.69,0.8616677440206855,0.0,1.6774583151608682,0.671,1.2057396666666667,0.9,0.5,False,0.783,4.0
BKMI,Investment Trusts Or Mutual Funds,Miscellaneous,118456.0,,,0.0,26.265,26.0,26.88,0.30113636363636465,0.0,0.0,0.0,0.0,0.0,0.1,False,0.015,0.0
BKMS,Investment Trusts Or Mutual Funds,Miscellaneous,56150.0,,,0.0,25.49,25.46,25.81,0.08571428571427933,0.0,0.0,0.0,0.0,-0.3,-0.4,False,-0.135,0.0
BKNG,Other Consumer Services,Consumer Services,5444230.0,22.300957,-15.1664,0.00926723,169.61,150.618,233.576544,0.22893362255731026,0.0,0.0,0.0,0.0,0.8,0.1,False,0.215,34.0
BKR,Contract Drilling,Industrial Services,5440794.0,22.038708,3.54931,0.01331019,69.105,35.83,70.41,0.9622614227877387,0.0,0.0,0.0,0.0,1.0,0.2,False,0.28,9.5
BKU,Major Banks,Finance,480571.0,13.012149,1.13332,0.027044429999999998,46.58,32.97,52.11,0.7110762800417972,1.152768847021349,2.205908304803586,1.574,0.0,0.9,0.3,False,0.978,5.0
BL,Packaged Software,Technology Services,1195439.0,87.35188,6.11012,0.0,33.94,28.78,59.57,0.16758687885677157,0.0,1.4729661610573932,0.589,0.0,1.0,0.1,False,0.53,7.0
BLD,Engineering & Construction,Industrial Services,820356.0,24.014617,5.31994,0.0,439.71,273.87,559.4684,0.5806755219917198,0.0,0.0,0.0,0.0,0.7,0.3,False,0.22,8.0
BLDP,Electrical Products,Producer Manufacturing,3036672.0,-11.19,1.72845,0.0,3.4,1.18,4.1,0.7602739726027397,0.0,1.4463825971245914,0.579,0.0,0.5,0.5,False,0.461,0.0
BLDR,Home Improvement Chains,Retail Trade,3696120.0,28.90297,2.03317,0.0,75.72,75.38,151.03,0.004494382022471955,1.0524869935511818,2.3067426727720752,1.554,0.0,1.0,-0.4,False,0.889,13.0
BLFS,Medical Specialties,Health Technology,222054.0,-67.79,2.74894,0.0,21.19,17.86,29.62,0.28316326530612257,0.0,1.8625361048258602,0.745,0.0,0.2,0.1,False,0.4,10.0
BLK,Investment Managers,Finance,471123.0,26.93054,3.0994,0.02011906,1061.845,906.57,1219.9399,0.4955006846541418,0.0,0.0,0.0,0.0,0.9,0.3,False,0.27,16.0
BLKB,Packaged Software,Technology Services,557236.0,12.706042,50.2988,0.0,37.5,33.95,74.88,0.08673344734913262,2.9120004482906636,0.0,1.747,0.0,0.7,-0.4,False,0.901,4.0
BLLN,Medical/Nursing Services,Health Services,315983.0,1216.483516,7.39299,0.0,77.27,60.0,138.7,0.21944091486658193,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,6.0
BLZR,Financial Conglomerates,Finance,9220.0,116.24424,1.2955,0.0,10.09,10.0,10.17,0.5294117647058817,0.0,1.9297568506368197,0.772,0.0,0.4,0.3,False,0.492,0.0
BMOP,Investment Trusts Or Mutual Funds,Miscellaneous,73786.0,,,0.0,24.8338,24.1,25.28,0.62186440677966,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
