symbol,industry,sector,volume,pe_ratio,pb_ratio,dividend_yield,current_price,low_52w,high_52w,position_52w,pe_comp,pb_comp,value_score,income_score,quality_score,momentum_score,yield_trap_flag,value_metric,buy_to_sell_ratio
CBIO,Biotechnology,Health Technology,982092.0,-1.45,2.77027,0.0,18.11,8.72,28.77,0.4683291770573566,0.0,1.7074148007233954,0.683,0.0,0.2,0.3,False,0.402,8.0
CBOE,Investment Banks Or Brokers,Finance,1568143.0,27.91619,7.0036,0.00853315,326.98,212.75,329.79,0.9759911141490089,0.0,0.0,0.0,0.0,1.0,0.2,False,0.28,1.0
CBRE,Real Estate Development,Finance,1324458.0,32.350123,4.87415,0.0,141.8,118.805,174.27,0.4145857748129452,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,13.0
CBRL,Restaurants,Consumer Services,647855.0,-165.2,1.63185,0.03216468,31.09,24.85,71.93,0.13254035683942222,0.0,5.0,2.0,1.072156,0.4,-0.4,False,1.101,0.3333333333333333
CBU,Major Banks,Finance,151623.0,15.484593,1.65139,0.02939327,63.605,51.12,67.5,0.7622100122100121,0.0,1.5138761891497468,0.606,0.0,0.9,0.5,False,0.573,1.0
CBZ,Miscellaneous Commercial Services,Commercial Services,1465168.0,12.957293,0.992505,0.0,32.234,24.29,77.91,0.14815367400223803,1.1576492095995667,2.5188789980906896,1.702,0.0,1.0,-0.4,False,0.956,0.0
CC,Chemicals: Specialty,Process Industries,2471952.0,-10.79,16.6262,0.01262171,27.72,9.13,27.76,0.9978529253891569,0.0,0.0,0.0,0.0,0.5,0.2,False,0.155,3.0
CCD,Investment Trusts/Mutual Funds,Miscellaneous,88259.0,5.065574,1.13413,0.09466018999999999,24.71,19.17,24.72,0.9981981981981985,2.961164914380878,2.204332836623667,2.658,1.5,0.4,0.2,False,1.551,0.0
CCEP,Beverages: Non-Alcoholic,Consumer Non-Durables,837478.0,19.594707,4.59637,0.02473986,94.18,84.655,110.9,0.3629262716707946,0.0,0.0,0.0,0.0,0.9,0.3,False,0.27,5.5
CCI,Real Estate Investment Trusts,Finance,3273238.0,18.151131,-20.2695,0.04761371,89.27,75.96,115.76,0.3344221105527638,0.0,0.0,0.0,1.5,1.0,0.1,False,0.49,12.0
CCIF,Investment Trusts/Mutual Funds,Miscellaneous,117677.0,-3.3,0.646365,0.36377246,3.34,3.01,6.85,0.08593750000000003,0.0,3.8677836825942,1.547,0.0,-0.4,-0.4,True,0.536,0.0
CCK,Containers/Packaging,Process Industries,941605.0,15.932737,3.83695,0.011283080000000001,100.13,89.21,116.62,0.39839474644290396,0.0,0.0,0.0,0.0,0.7,0.3,False,0.22,10.0
CCL,Hotels/Resorts/Cruise lines,Consumer Services,21981027.0,11.853103,2.83356,0.005626409999999999,26.64,19.0206,34.03,0.5076418777566059,2.566416574630289,1.6551617047106821,2.202,0.0,1.0,0.3,False,1.286,22.0
CCOI,Major Telecommunications,Communications,1460922.0,-6.06,-18.1594,0.08916235,23.13,15.96,56.885,0.17519853390348195,0.0,0.0,0.0,1.5,0.3,0.1,False,0.315,6.0
CCRN,Personnel Services,Commercial Services,216740.0,-3.49,1.00522,0.0,10.22,7.43,14.99,0.3690476190476191,0.0,2.487017767254929,0.995,0.0,0.2,0.3,False,0.543,3.0
CCU,Beverages: Alcoholic,Consumer Non-Durables,92642.0,16.809117,1.26855,0.0211496,11.21,10.71,15.57,0.10288065843621401,0.0,1.9707540104844112,0.788,0.0,0.6,-0.4,False,0.445,0.3333333333333333
CCXI,Financial Conglomerates,Finance,5.0,1481.15942,1.42389,0.0,10.22,10.07,11.0,0.1612903225806456,0.0,1.75575360456215,0.702,0.0,0.4,0.1,False,0.431,0.0
CDNL,Engineering & Construction,Industrial Services,295389.0,36.034789,13.9831,0.0,54.64,21.0,55.465,0.9760626722762221,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,0.0
CDNS,Packaged Software,Technology Services,1826030.0,79.59379,16.928,0.0,340.94,262.749,376.445,0.6877198846045595,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,24.0
CDW,Information Technology Services,Technology Services,1010306.0,16.84749,6.75426,0.01845181,136.07,112.98,192.3,0.29109934442763474,1.0422917597814272,0.0,0.625,0.0,1.0,0.1,False,0.546,8.0
CDXS,Chemicals: Specialty,Process Industries,855527.0,-5.15,4.78092,0.0,2.663,0.9583,3.87,0.5854655355977607,0.0,0.0,0.0,0.0,0.2,0.3,False,0.095,5.0
CE,Chemicals: Specialty,Process Industries,1554669.0,-6.54,1.87371,0.0017331,69.24,35.13,69.605,0.9894126178390135,0.0,1.3342512982265131,0.534,0.0,0.5,0.2,False,0.395,5.5
CECO,Industrial Machinery,Producer Manufacturing,497601.0,199.035628,8.34065,0.0,74.3,24.66,81.7167,0.870011760231489,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,7.0
CEF,Investment Trusts Or Mutual Funds,Miscellaneous,270201.0,2.138068,1.00892,0.0,47.91,28.01,61.38,0.5963440215762659,5.0,2.477897157356381,3.991,0.0,0.3,0.3,False,1.916,0.0
CEG,Electric Utilities,Utilities,2102383.0,41.678176,6.61547,0.0051652,307.81,241.46,412.7,0.3874678813361364,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,19.0
CELH,Beverages: Non-Alcoholic,Consumer Non-Durables,5654776.0,134.704473,7.33447,0.0,33.73,32.01,66.74,0.049524906420961676,0.0,0.0,0.0,0.0,1.0,-0.4,False,0.19,20.0
CERS,Medical Specialties,Health Technology,24852224.0,-32.93,8.13762,0.0,2.72,1.15,3.15,0.7850000000000001,0.0,0.0,0.0,0.0,0.5,0.5,False,0.2,0.0
CFFI,Regional Banks,Finance,1844.0,8.730961,0.930018,0.02447046,76.01,57.09,80.99,0.7916317991631803,1.718023938029273,2.688120014881432,2.106,0.0,0.6,0.5,False,1.173,0.0
CFG,Major Banks,Finance,2552642.0,15.240844,1.14062,0.027941630000000002,64.42,37.88,68.79,0.8586218052410222,0.0,2.1917904297662676,0.877,0.0,1.2,0.5,False,0.77,19.0
CG,Investment Managers,Finance,3171819.0,22.675779,3.06666,0.02831715,49.43,39.48,69.848,0.3276475237091676,0.0,0.0,0.0,0.0,1.2,0.1,False,0.315,12.0
CGC,Agricultural Commodities/Milling,Process Industries,6104721.0,-0.88,0.752405,0.0,1.12,0.8435,2.38,0.1799544419134397,0.0,3.3226786105887123,1.329,0.0,0.5,0.1,False,0.738,2.0
CGNX,Electronic Equipment/Instruments,Electronic Technology,1609896.0,82.78822,6.26168,0.00589918,55.94,27.54,59.88,0.8781694495980209,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,17.0
CHAU,Investment Trusts Or Mutual Funds,Miscellaneous,75677.0,,,0.0,23.74,13.64,24.01,0.9739633558341366,0.0,0.0,0.0,0.0,-0.3,0.2,False,-0.045,0.0
CHCT,Real Estate Investment Trusts,Finance,161483.0,227.51938,1.16765,0.10760931,17.585,13.23,18.22,0.8727454909819643,0.0,2.1410525414293664,0.856,0.0,0.1,0.5,True,0.485,0.0
CHD,Household/Personal Care,Consumer Non-Durables,3545808.0,31.671999,5.67535,0.012419290000000001,95.98,81.33,106.04,0.5928773775799272,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,3.3333333333333335
CHDN,Movies/Entertainment,Consumer Services,994065.0,18.289518,6.30064,0.00443994,98.61,80.24,118.455,0.48070129530289163,1.6687153811270476,0.0,1.001,0.0,0.7,0.3,False,0.67,13.0
CHE,Hospital/Nursing Management,Health Services,206925.0,23.006371,6.58104,0.00544817,422.12,365.205,583.96,0.26017691024205164,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,0.0
CHH,Hotels/Resorts/Cruise lines,Consumer Services,1126539.0,13.57216,25.5577,0.011420060000000001,100.725,84.035,136.45,0.31842029953257656,2.2413528870865065,0.0,1.345,0.0,1.0,0.1,False,0.87,0.8
CHKP,Internet Software/Services,Technology Services,3188964.0,11.76658,4.19548,0.0,114.52,112.23,233.78,0.018839983545865833,3.14449908129635,2.145165749806935,2.745,0.0,1.0,-0.4,False,1.425,17.0
CHKR,Investment Trusts/Mutual Funds,Miscellaneous,3700.0,5.258964,1.93994,0.19494948999999998,0.396,0.3581,0.51,0.24950625411454927,2.8522728050619857,1.2886996505046548,2.227,0.0,-0.2,0.1,True,0.967,
CHRD,Integrated Oil,Energy Minerals,680498.0,196.425186,1.01906,0.03584724,145.06,84.245,148.415,0.9477170017141968,0.0,2.4532412223029065,0.981,1.194908,0.9,0.5,False,0.921,16.0
CHRS,Pharmaceuticals: Major,Health Technology,560648.0,-1.24,3.57427,0.0,1.795,0.71,2.6158,0.5693147234757057,0.0,1.4548425272852918,0.582,0.0,0.2,0.3,False,0.357,5.0
CHT,Major Telecommunications,Communications,137032.0,26.705038,2.72292,0.03011673,43.08,39.28,47.03,0.49032258064516093,1.348060242415682,1.8362640106944017,1.543,1.003891,0.9,0.3,False,1.115,0.0
CHTR,Cable/Satellite TV,Consumer Services,4041897.0,4.63934,1.28907,0.0,171.74,158.0,437.06,0.04923672328531502,5.0,3.638281862117651,4.455,0.0,0.6,-0.4,False,2.095,1.6
CHWY,Internet Retail,Retail Trade,5877473.0,48.814985,21.294,0.0,25.53,22.74,48.62,0.10780525502318404,0.0,0.0,0.0,0.0,1.0,-0.4,False,0.19,25.0
CI,Managed Health Care,Health Services,1519996.0,11.984952,1.77272,0.02152704,282.935,239.51,350.0,0.3930219929405377,1.2515694681130138,1.4102621959474706,1.315,0.0,1.2,0.3,False,0.937,24.0
CIB,Regional Banks,Finance,267477.0,31.407824,1.51808,0.01826038,66.92,40.07,86.31,0.5806660899653979,0.0,1.646817032040472,0.659,0.0,0.7,0.3,False,0.517,0.3333333333333333
CICHY,Major Banks,Finance,10610.0,5.884886,0.524662,0.03747519,22.64,16.3,22.89,0.9620637329286799,2.5489023916521067,4.76497249657875,3.435,1.249173,0.6,0.2,False,1.913,14.0
CIEN,Telecommunications Equipment,Electronic Technology,1732830.0,339.931416,27.1162,0.0,535.1,70.667,550.0,0.9689151383276345,0.0,0.0,0.0,0.0,1.0,0.2,False,0.28,14.0
CIG,Electric Utilities,Utilities,2073898.0,8.159269,1.3714,0.0659252,2.505,1.75,2.76,0.7475247524752475,1.8383999841162242,1.8229546448884353,1.832,1.5,1.0,0.3,False,1.344,3.0
CIG.C,Electric Utilities,Utilities,314.0,10.672324,1.79379,0.04047951,3.27,2.35,4.0,0.5575757575757576,1.4055045555213654,1.3936971440358124,1.401,1.349317,0.6,0.3,False,1.028,4.0
CIX,Metal Fabrication,Producer Manufacturing,1796.0,14.972484,2.10407,0.050697080000000005,23.67,20.29,32.3,0.28143213988343074,1.001837771207503,1.1881733972729043,1.076,1.5,0.6,0.1,False,0.874,0.0
CKHUY,Specialty Stores,Retail Trade,13185.0,20.93293,0.439773,0.02730715,8.365,5.4,8.44,0.9753289473684212,1.4532127131748878,5.0,2.872,0.0,0.6,0.2,False,1.472,5.0
CLB,Oil & Gas Production,Energy Minerals,1010325.0,20.925045,2.43833,0.00284293,14.08,9.72,20.36,0.40977443609022557,0.0,1.025291900604102,0.41,0.0,1.0,0.3,False,0.479,0.0
CLBR,Financial Conglomerates,Finance,17608.0,,-15265.1515,0.0,10.075,10.01,10.16,0.433333333333329,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
CLDX,Biotechnology,Health Technology,389189.0,-8.29,4.07882,0.0,32.3,17.85,35.79,0.8054626532887401,0.0,1.1596491142045984,0.464,0.0,0.2,0.5,False,0.334,14.0
CLF,Steel,Non-Energy Minerals,18761114.0,-4.49,1.02969,0.0,10.51,5.63,16.7,0.4408310749774164,0.0,2.427915197777972,0.971,0.0,0.5,0.3,False,0.607,1.5
CLH,Environmental Services,Industrial Services,249139.0,42.787662,5.99692,0.0,311.42,201.34,316.98,0.9519197509512279,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,11.0
CLMB,Electronics Distributors,Distribution Services,452623.0,16.557104,2.94572,0.00899947,18.88,15.245,36.255,0.17301285102332217,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,0.0
CLNE,Gas Distributors,Utilities,1154978.0,-2.33,0.913521,0.0,2.335,1.47,3.11,0.5274390243902439,0.0,2.7366639628426714,1.095,0.0,0.5,0.3,False,0.663,6.0
CLWT,Electronic Equipment/Instruments,Electronic Technology,21488.0,16.346154,0.582534,0.0,1.19,0.990001,1.63,0.3124989257795715,2.6917646805480975,5.0,3.615,0.0,0.4,0.1,False,1.742,0.0
CLX,Household/Personal Care,Consumer Non-Durables,13260512.0,14.149273,-84.2456,0.056939500000000004,87.165,86.005,140.245,0.02138643067846627,1.0601251385848587,0.0,0.636,1.5,1.0,-0.4,False,0.701,0.6
CMCSA,Cable/Satellite TV,Consumer Services,28829184.0,5.347099,1.10174,0.04854726,27.19,24.345518,34.660454,0.27576341724272474,5.0,4.25690271751956,4.703,1.5,1.2,0.1,False,2.656,4.5
CMG,Restaurants,Consumer Services,20862373.0,30.212532,17.6301,0.0,32.985,29.75,58.42,0.11283571677711891,1.003557066981344,1.269419912535947,1.11,0.0,1.0,-0.4,False,0.69,28.0
CMI,Auto Parts: OEM,Producer Manufacturing,682817.0,32.074155,7.3557,0.01189462,657.63,290.73,674.75,0.955418988594344,0.0,0.0,0.0,0.0,0.7,0.2,False,0.205,13.0
CMII,Financial Conglomerates,Finance,13663.0,,-14761.194,0.0,9.89,9.7559,9.95,0.6908809891808394,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
CMLSQ,Broadcasting,Consumer Services,20.0,,-0.0021,0.0,0.0033,0.0033,0.2,0.0,0.0,0.0,0.0,0.0,-0.3,-0.4,False,-0.135,
CMP,Chemicals: Specialty,Process Industries,489863.0,-28.69,4.21633,0.0,26.25,13.08,27.15,0.9360341151385928,0.0,0.0,0.0,0.0,0.2,0.5,False,0.125,0.0
CMPGY,Restaurants,Consumer Services,232799.0,25.651503,6.26536,0.0219115,28.46,26.95,36.7,0.15487179487179498,1.1819970159253437,3.5720214002068515,2.138,0.0,0.9,0.1,False,1.202,13.0
CMS,Electric Utilities,Utilities,3166214.0,21.041707,2.54119,0.028903059999999998,76.06,67.705,80.36,0.6602133544053737,0.0,0.0,0.0,0.0,1.2,0.3,False,0.345,5.0
CMSA,Electric Utilities,Utilities,8879.0,,,0.0,22.02,20.75,24.67,0.32397959183673447,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
CMSC,Electric Utilities,Utilities,11858.0,,,0.0,22.87,21.83,24.5299,0.38519945183154986,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
CMSD,Electric Utilities,Utilities,35315.0,,,0.0,23.28,21.6,24.76,0.531645569620253,0.0,0.0,0.0,0.0,-0.3,0.3,False,-0.03,0.0
CMU,Investment Trusts/Mutual Funds,Miscellaneous,1009710.0,-5214.29,0.963167,0.051232879999999995,3.64,3.21,3.71,0.8600000000000003,0.0,2.5956038776245447,1.038,1.5,0.7,0.5,False,0.942,0.0
CNA,Multi-Line Insurance,Finance,559392.0,10.239577,1.11893,0.03871774,48.01,43.29,50.72,0.6352624495289366,1.4649042631350884,2.234277390006524,1.773,1.2905913333333334,0.9,0.3,False,1.261,0.0
CNC,Managed Health Care,Health Services,5887824.0,-4.06,1.22918,0.0,53.31,25.075,64.15,0.7225847728726807,0.0,2.0338762426983843,0.814,0.0,0.5,0.3,False,0.536,9.0
CNH,Trucks/Construction/Farm Machinery,Producer Manufacturing,13586829.0,33.981842,1.68939,0.023854959999999998,10.48,9.0,14.27,0.2808349146110058,0.0,1.4798240785135464,0.592,0.0,1.2,0.1,False,0.581,13.0
CNK,Movies/Entertainment,Consumer Services,4793645.0,26.496546,7.875,0.01230992,27.63,21.6,34.01,0.4858984689766317,1.1518482446730982,0.0,0.691,0.0,1.0,0.3,False,0.606,10.0
CNL,Other Metals/Minerals,Non-Energy Minerals,38736.0,-30.38,11.5794,0.0,18.13,8.3006,21.97,0.7190805741290767,0.0,0.0,0.0,0.0,-0.1,0.3,False,0.02,6.0
CNM,Wholesale Distributors,Distribution Services,1206681.0,21.223536,4.63371,0.0,49.01,43.96,67.18,0.2174849267872522,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,11.0
CNO,Multi-Line Insurance,Finance,1001106.0,17.896383,1.59838,0.015236389999999999,44.62,35.24,44.94,0.9670103092783505,0.0,1.5640836346801137,0.626,0.0,1.0,0.2,False,0.562,1.0
CNP,Electric Utilities,Utilities,4365231.0,26.546234,2.4769,0.020530569999999998,43.35,35.46,44.47,0.8756936736958937,0.0,1.0093261738463402,0.404,0.0,1.2,0.5,False,0.557,9.0
CNQ,Integrated Oil,Energy Minerals,9906184.0,12.681267,3.02015,0.036804199999999995,46.965,27.93,51.34,0.8131140538231525,1.182847108258189,0.0,0.71,1.2268066666666666,1.2,0.5,False,0.879,5.5
CNX,Oil & Gas Production,Energy Minerals,1576562.0,5.269308,1.2454,0.0,37.89,27.72,43.62,0.6396226415094342,2.8466736049591335,2.007387184840212,2.511,0.0,1.0,0.3,False,1.425,0.2857142857142857
CNXC,Information Technology Services,Technology Services,4479794.0,-1.14,0.535058,0.057592739999999996,24.55,22.85,62.14,0.04326800712649528,0.0,5.0,2.0,1.5,0.7,-0.4,False,1.24,0.0
CNXN,Information Technology Services,Technology Services,88003.0,18.686971,1.75942,0.010108859999999999,64.21,54.965,71.17,0.5705029311940754,0.0,1.8699344102033626,0.748,0.0,0.4,0.3,False,0.482,0.0
COF,Major Banks,Finance,4623901.0,67.607271,1.05288,0.01459017,191.87,174.98,259.635,0.19951568129466676,0.0,2.3744396322467898,0.95,0.0,1.0,0.1,False,0.693,21.0
COHR,Semiconductors,Electronic Technology,4620036.0,326.108472,7.23194,0.0,329.69,66.71,364.8,0.8822167801670636,0.0,1.9358567687231918,0.774,0.0,1.0,0.5,False,0.673,19.0
COIN,Investment Banks/Brokers,Finance,6769122.0,43.00362,3.46268,0.0,191.22,139.36,444.645,0.16987405211523654,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,6.0
COKE,Beverages: Non-Alcoholic,Consumer Non-Durables,378648.0,29.972808,-18.3498,0.00490388,203.75,105.21,219.65,0.8610625655365256,0.0,0.0,0.0,0.0,0.5,0.5,False,0.2,0.0
COLB,Regional Banks,Finance,1658532.0,11.79569,1.11672,0.04939107,29.55,21.91,32.7,0.7080630213160333,1.2716509165635923,2.2386990472096855,1.658,1.5,1.2,0.3,False,1.316,4.0
COLD,Real Estate Investment Trusts,Finance,4569033.0,-30.65,1.21279,0.07491857,12.28,10.1,19.68,0.2275574112734864,0.0,2.0613626431616354,0.825,1.5,0.5,0.1,False,0.736,2.5
COLL,Pharmaceuticals: Major,Health Technology,303548.0,19.78212,3.60721,0.0,34.29,26.72,50.7866,0.31454380760057504,4.04405594546995,1.4415573254676053,3.003,0.0,0.7,0.1,False,1.541,6.0
COLM,Apparel/Footwear,Consumer Non-Durables,1423007.0,19.778581,1.95037,0.01924619,62.37,47.47,71.68,0.6154481619165632,0.0,1.2818080671872516,0.513,0.0,1.0,0.3,False,0.526,1.5
COMT,Investment Trusts Or Mutual Funds,Miscellaneous,233254.0,,,0.0060799999999999995,35.67,24.14,36.43,0.9381611065907243,0.0,0.0,0.0,0.0,0.0,0.5,False,0.075,0.0
COO,Medical Specialties,Health Technology,1719830.0,30.863648,1.45465,0.0,62.36,60.64,89.83,0.058924289140116444,1.1340201910026968,3.519747018183068,2.088,0.0,1.0,-0.4,False,1.13,13.0
COP,Oil & Gas Production,Energy Minerals,7784324.0,20.946405,2.34045,0.026300840000000002,123.171,84.28,135.87,0.7538476448924211,0.0,1.0681706509431945,0.427,0.0,1.2,0.5,False,0.567,11.0
COR,Medical Distributors,Distribution Services,1359245.0,36.56527,30.9877,0.00756579,303.985,271.0,377.54,0.30960202740754655,0.0,0.0,0.0,0.0,1.0,0.1,False,0.265,13.0
CORB,Investment Trusts Or Mutual Funds,Miscellaneous,47004.0,,,0.0,29.55,29.32,30.36,0.22115384615384676,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
CORT,Pharmaceuticals: Major,Health Technology,3274129.0,146.914286,8.55429,0.0,51.44,28.6601,91.0,0.3654144456439615,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,5.0
COST,Specialty Stores,Retail Trade,1509000.0,52.615156,13.9896,0.0051398600000000004,1011.7,844.06,1067.08,0.7516814635458708,0.0,0.0,0.0,0.0,1.0,0.5,False,0.325,11.5
COTY,Household/Personal Care,Consumer Non-Durables,8786311.0,-3.97,0.614611,0.0,2.48,1.954,5.34,0.1553455404607206,0.0,4.067613498619452,1.627,0.0,0.5,0.1,False,0.872,1.0
CPIX,Pharmaceuticals: Major,Health Technology,165020.0,-22.79,2.62098,0.0,4.35,1.85,6.265,0.5662514156285391,0.0,1.9839907210280125,0.794,0.0,0.2,0.3,False,0.452,0.0
CPK,Gas Distributors,Utilities,89284.0,21.251235,1.88738,0.021585,126.86,115.24,140.59,0.4583826429980276,0.0,1.3245875234451991,0.53,0.0,0.6,0.3,False,0.433,0.0
CPRI,Apparel/Footwear Retail,Retail Trade,2946575.0,-4.23,22.2749,0.0,19.635,15.045,28.265,0.3472012102874434,0.0,0.0,0.0,0.0,0.5,0.1,False,0.14,10.0
CPRT,Specialty Stores,Retail Trade,7233884.0,20.87202,3.27393,0.0,33.26,32.2,63.85,0.03349131121642955,1.4574535670241788,2.2602804580427804,1.779,0.0,1.0,-0.4,False,0.991,9.0
CPSH,Metal Fabrication,Producer Manufacturing,107617.0,182.051282,3.62909,0.0,4.969,1.6,6.85,0.6417142857142858,0.0,0.0,0.0,0.0,0.7,0.3,False,0.22,0.0
CPT,Real Estate Investment Trusts,Finance,1749169.0,29.175978,2.49814,0.040306369999999994,104.38,96.53,121.33,0.31653225806451596,0.0,1.0007445539481374,0.4,1.3435456666666665,1.2,0.1,False,0.697,4.0
CPYYY,Gas Distributors,Utilities,498.0,-223.9,3.14602,0.02042287,11.74,7.5,12.15,0.9118279569892472,0.0,0.0,0.0,0.0,0.1,0.5,False,0.1,6.0
CQP,Gas Distributors,Utilities,51714.0,12.838966,10.2597,0.04932735,66.645,49.53,70.6447,0.8105727289518675,1.1683183832716748,0.0,0.701,1.5,0.6,0.5,False,0.765,0.0
CR,Aerospace & Defense,Electronic Technology,657177.0,31.522694,5.04521,0.00548653,172.34,159.58,214.31,0.23314452768134467,0.0,1.0068956495368875,0.403,0.0,0.7,0.1,False,0.371,10.0
CRAI,Miscellaneous Commercial Services,Commercial Services,143722.0,19.867883,4.95995,0.01310179,161.86,142.525,227.29,0.22810122102282795,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,0.0
CRAN,Financial Conglomerates,Finance,6217.0,,1.40811,0.0,10.0,9.88,10.0254,0.8253094910591495,0.0,1.7754294763903389,0.71,0.0,-0.1,0.5,False,0.369,0.0
CRBG,Life/Health Insurance,Finance,7067801.0,-56.98,1.07493,0.03524709,27.505,22.19,36.57,0.36961057023643934,0.0,2.3257328384173857,0.93,1.174903,0.7,0.3,False,0.815,11.0
CRC,Integrated Oil,Energy Minerals,630322.0,16.461609,1.65164,0.02318268,68.405,34.865,71.98,0.903677758318739,0.0,1.5136470417282217,0.605,0.0,0.9,0.5,False,0.572,12.0
CRD.A,Insurance Brokers/Services,Finance,20721.0,26.588714,2.95345,0.02820268,10.45,8.63,12.1,0.5244956772334292,0.0,0.0,0.0,0.0,0.6,0.3,False,0.195,0.0
CRD.B,Insurance Brokers/Services,Finance,1777.0,24.402644,2.71062,0.03072917,9.6,8.76,11.68,0.2876712328767123,0.0,0.0,0.0,1.0243056666666668,0.6,0.1,False,0.319,0.0
CRGY,Integrated Oil,Energy Minerals,5548464.0,24.875254,0.855684,0.03566122,13.465,7.68,14.02,0.9124605678233438,0.0,2.921639296749735,1.169,1.1887073333333333,1.2,0.5,False,1.079,13.0
CRH,Construction Materials,Non-Energy Minerals,3887495.0,21.392703,3.34404,0.01299264,115.48,86.825,131.55,0.6406931246506428,0.0,0.0,0.0,0.0,1.0,0.3,False,0.295,23.0
CRI,Apparel/Footwear Retail,Retail Trade,2335843.0,13.336762,1.32741,0.02966479,33.71,23.3805,44.44,0.49049122723711397,1.0324844966116962,1.8833668572633926,1.373,0.0,1.2,0.3,False,0.963,1.0
CRK,Oil & Gas Production,Energy Minerals,1609008.0,13.007643,1.9221,0.0,17.345,14.65,31.1737,0.1630990637690105,1.1531681796617574,1.300660735653712,1.212,0.0,1.0,0.1,False,0.81,1.0
CRL,Miscellaneous Commercial Services,Commercial Services,560369.0,-56.08,2.57825,0.0,165.78,113.885,228.88,0.4512804904561068,0.0,0.0,0.0,0.0,0.2,0.3,False,0.095,12.0
CRM,Packaged Software,Technology Services,12324288.0,23.566062,2.88744,0.0091829,183.76,163.52,296.05,0.15272013883648972,1.5700544282706208,3.116947884631369,2.189,0.0,1.0,0.1,False,1.25,42.0
CRMD,Biotechnology,Health Technology,735948.0,3.836682,1.52339,0.0,7.78,6.125,17.43,0.14639540026536932,5.0,3.104917322550365,4.242,0.0,0.3,-0.4,False,1.924,7.0
CRNC,Packaged Software,Technology Services,764664.0,-359.48,2.89352,0.0,9.675,5.85,13.738,0.4849137931034484,0.0,3.110398407476015,1.244,0.0,0.2,0.3,False,0.655,0.0
CROX,Apparel/Footwear,Consumer Non-Durables,1352626.0,-75.2,3.66792,0.0,103.9,73.205,122.84,0.6184144253047246,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,7.0
CRS,Other Metals/Minerals,Non-Energy Minerals,522478.0,45.196771,10.3189,0.00186302,429.5,204.47,459.18,0.8834753248792745,0.0,0.0,0.0,0.0,0.7,0.5,False,0.25,9.0
CRSP,Biotechnology,Health Technology,1035743.0,-7.93,2.57623,0.0,51.61,33.03,78.48,0.40880088008800874,0.0,1.836016194206263,0.734,0.0,0.5,0.3,False,0.5,16.0
CRT,Investment Trusts/Mutual Funds,Miscellaneous,19782.0,14.215097,29.5769,0.05028684,10.8122,7.07,11.1,0.9285856079404469,1.0552161550498038,0.0,0.633,1.5,0.6,0.5,False,0.735,0.0
CRTO,Advertising/Marketing Services,Commercial Services,245800.0,7.396494,0.871515,0.0,19.58,16.15,30.64,0.23671497584541057,2.0279878547863355,2.8685679535062505,2.364,0.0,0.7,0.1,False,1.254,9.0
CRUS,Semiconductors,Electronic Technology,572355.0,21.629879,3.98264,0.0,164.25,91.32,175.775,0.8635367947427623,2.139170542747835,3.515256211959906,2.69,0.0,0.7,0.5,False,1.46,5.0
CRUX,Investment Trusts Or Mutual Funds,Miscellaneous,98500.0,,,0.0,29.9499,29.6,30.84,0.28217741935483753,0.0,0.0,0.0,0.0,-0.3,0.1,False,-0.06,0.0
CRVL,Insurance Brokers/Services,Finance,134450.0,28.185782,7.83103,0.0,57.5,44.83,117.22,0.17502417460975275,0.0,0.0,0.0,0.0,0.7,0.1,False,0.19,0.0
CRVS,Pharmaceuticals: Major,Health Technology,862003.0,-30.54,18.8679,0.0,15.45,3.165,26.95,0.5165019970569686,0.0,0.0,0.0,0.0,0.2,0.3,False,0.095,7.0
CRWD,Packaged Software,Technology Services,1521999.0,-615.9,26.0687,0.0,455.705,342.72,566.9,0.5039923275938977,0.0,0.0,0.0,0.0,0.5,0.3,False,0.17,43.0
CSBR,Biotechnology,Health Technology,6627.0,-35.95,19.4216,0.0,5.99,5.5,9.6299,0.11864694060388879,0.0,0.0,0.0,0.0,-0.1,-0.4,False,-0.085,0.0
CSCO,Telecommunications Equipment,Electronic Technology,16095719.0,32.309695,7.60044,0.017964070000000002,91.86,58.58,92.92,0.9691322073383808,1.4856221948241852,0.0,0.891,0.0,1.0,0.2,False,0.681,15.0
